07-16 00:59:47.941 ImageNet-train: 1281167 images
07-16 00:59:49.038 Model params = 5.941M
07-16 01:00:17.754 [epoch 0], [iter 50 / 570 : 49], [loss 2.705562], [lr 0.002496], [time 0.0328]
07-16 01:26:49.983 [epoch 5], [iter 300 / 570 : 3149], [loss 1.268045], [lr 0.002250], [time 0.0318]
07-16 01:27:15.474 [epoch 5], [iter 350 / 570 : 3199], [loss 1.282775], [lr 0.002246], [time 0.0319]
07-16 01:27:40.904 [epoch 5], [iter 400 / 570 : 3249], [loss 1.278065], [lr 0.002242], [time 0.0318]
07-16 01:28:06.365 [epoch 5], [iter 450 / 570 : 3299], [loss 1.270714], [lr 0.002238], [time 0.0318]
07-16 01:28:31.820 [epoch 5], [iter 500 / 570 : 3349], [loss 1.261562], [lr 0.002234], [time 0.0318]
07-16 01:28:57.244 [epoch 5], [iter 550 / 570 : 3399], [loss 1.256545], [lr 0.002230], [time 0.0318]
07-16 01:29:07.968 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_5_mean-iu_0.00000.pth
07-16 01:29:35.690 [epoch 6], [iter 50 / 570 : 3469], [loss 1.250489], [lr 0.002224], [time 0.0320]
07-16 01:30:01.138 [epoch 6], [iter 100 / 570 : 3519], [loss 1.250934], [lr 0.002220], [time 0.0318]
07-16 01:30:26.578 [epoch 6], [iter 150 / 570 : 3569], [loss 1.266761], [lr 0.002216], [time 0.0318]
07-16 01:30:52.092 [epoch 6], [iter 200 / 570 : 3619], [loss 1.198206], [lr 0.002212], [time 0.0319]
07-16 01:31:17.560 [epoch 6], [iter 250 / 570 : 3669], [loss 1.220942], [lr 0.002208], [time 0.0318]
07-16 01:31:43.047 [epoch 6], [iter 300 / 570 : 3719], [loss 1.295650], [lr 0.002204], [time 0.0319]
07-16 01:32:08.528 [epoch 6], [iter 350 / 570 : 3769], [loss 1.289576], [lr 0.002200], [time 0.0318]
07-16 01:32:33.988 [epoch 6], [iter 400 / 570 : 3819], [loss 1.234493], [lr 0.002196], [time 0.0318]
07-16 01:32:59.410 [epoch 6], [iter 450 / 570 : 3869], [loss 1.260895], [lr 0.002192], [time 0.0318]
07-16 01:33:24.888 [epoch 6], [iter 500 / 570 : 3919], [loss 1.264599], [lr 0.002188], [time 0.0318]
07-16 01:33:50.355 [epoch 6], [iter 550 / 570 : 3969], [loss 1.281341], [lr 0.002184], [time 0.0318]
07-16 01:34:01.000 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_6_mean-iu_0.00000.pth
07-16 01:34:28.758 [epoch 7], [iter 50 / 570 : 4039], [loss 1.255214], [lr 0.002179], [time 0.0323]
07-16 01:34:54.196 [epoch 7], [iter 100 / 570 : 4089], [loss 1.276937], [lr 0.002175], [time 0.0318]
07-16 01:35:19.622 [epoch 7], [iter 150 / 570 : 4139], [loss 1.277863], [lr 0.002171], [time 0.0318]
07-16 01:35:45.069 [epoch 7], [iter 200 / 570 : 4189], [loss 1.244108], [lr 0.002167], [time 0.0318]
07-16 01:36:10.600 [epoch 7], [iter 250 / 570 : 4239], [loss 1.228191], [lr 0.002163], [time 0.0319]
07-16 01:36:36.032 [epoch 7], [iter 300 / 570 : 4289], [loss 1.270228], [lr 0.002159], [time 0.0318]
07-16 01:37:01.484 [epoch 7], [iter 350 / 570 : 4339], [loss 1.238635], [lr 0.002155], [time 0.0318]
07-16 01:37:27.010 [epoch 7], [iter 400 / 570 : 4389], [loss 1.249009], [lr 0.002151], [time 0.0319]
07-16 01:37:52.459 [epoch 7], [iter 450 / 570 : 4439], [loss 1.234776], [lr 0.002147], [time 0.0318]
07-16 01:38:17.908 [epoch 7], [iter 500 / 570 : 4489], [loss 1.292184], [lr 0.002143], [time 0.0318]
07-16 01:38:43.324 [epoch 7], [iter 550 / 570 : 4539], [loss 1.189730], [lr 0.002139], [time 0.0318]
07-16 01:38:54.005 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_7_mean-iu_0.00000.pth
07-16 01:39:21.595 [epoch 8], [iter 50 / 570 : 4609], [loss 1.264177], [lr 0.002133], [time 0.0320]
07-16 01:39:47.050 [epoch 8], [iter 100 / 570 : 4659], [loss 1.248234], [lr 0.002129], [time 0.0318]
07-16 01:40:12.516 [epoch 8], [iter 150 / 570 : 4709], [loss 1.268436], [lr 0.002125], [time 0.0318]
07-16 01:40:37.971 [epoch 8], [iter 200 / 570 : 4759], [loss 1.233230], [lr 0.002121], [time 0.0318]
07-16 01:41:03.442 [epoch 8], [iter 250 / 570 : 4809], [loss 1.240253], [lr 0.002117], [time 0.0318]
07-16 01:41:28.929 [epoch 8], [iter 300 / 570 : 4859], [loss 1.213635], [lr 0.002113], [time 0.0319]
07-16 01:41:54.383 [epoch 8], [iter 350 / 570 : 4909], [loss 1.269058], [lr 0.002109], [time 0.0318]
07-16 01:42:19.851 [epoch 8], [iter 400 / 570 : 4959], [loss 1.222009], [lr 0.002105], [time 0.0318]
07-16 01:42:45.285 [epoch 8], [iter 450 / 570 : 5009], [loss 1.205747], [lr 0.002101], [time 0.0318]
07-16 01:43:10.756 [epoch 8], [iter 500 / 570 : 5059], [loss 1.265820], [lr 0.002097], [time 0.0318]
07-16 01:43:36.192 [epoch 8], [iter 550 / 570 : 5109], [loss 1.237646], [lr 0.002093], [time 0.0318]
07-16 01:43:46.867 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_8_mean-iu_0.00000.pth
07-16 01:44:14.489 [epoch 9], [iter 50 / 570 : 5179], [loss 1.257991], [lr 0.002087], [time 0.0321]
07-16 01:44:39.912 [epoch 9], [iter 100 / 570 : 5229], [loss 1.226134], [lr 0.002083], [time 0.0318]
07-16 01:45:05.362 [epoch 9], [iter 150 / 570 : 5279], [loss 1.253432], [lr 0.002079], [time 0.0318]
07-16 01:45:30.828 [epoch 9], [iter 200 / 570 : 5329], [loss 1.228576], [lr 0.002075], [time 0.0318]
07-16 01:45:56.313 [epoch 9], [iter 250 / 570 : 5379], [loss 1.231727], [lr 0.002071], [time 0.0318]
07-16 01:46:21.776 [epoch 9], [iter 300 / 570 : 5429], [loss 1.200824], [lr 0.002067], [time 0.0318]
07-16 01:46:47.242 [epoch 9], [iter 350 / 570 : 5479], [loss 1.258400], [lr 0.002063], [time 0.0318]
07-16 01:47:12.668 [epoch 9], [iter 400 / 570 : 5529], [loss 1.228585], [lr 0.002059], [time 0.0318]
07-16 01:47:38.084 [epoch 9], [iter 450 / 570 : 5579], [loss 1.243226], [lr 0.002055], [time 0.0318]
07-16 01:48:03.524 [epoch 9], [iter 500 / 570 : 5629], [loss 1.230419], [lr 0.002051], [time 0.0318]
07-16 01:48:29.007 [epoch 9], [iter 550 / 570 : 5679], [loss 1.281878], [lr 0.002047], [time 0.0318]
07-16 01:48:39.655 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_9_mean-iu_0.00000.pth
07-16 01:49:07.359 [epoch 10], [iter 50 / 570 : 5749], [loss 1.227211], [lr 0.002041], [time 0.0323]
07-16 01:49:32.788 [epoch 10], [iter 100 / 570 : 5799], [loss 1.237282], [lr 0.002037], [time 0.0318]
07-16 01:49:58.243 [epoch 10], [iter 150 / 570 : 5849], [loss 1.249431], [lr 0.002033], [time 0.0318]
07-16 01:50:23.705 [epoch 10], [iter 200 / 570 : 5899], [loss 1.210370], [lr 0.002029], [time 0.0318]
07-16 01:50:49.164 [epoch 10], [iter 250 / 570 : 5949], [loss 1.226748], [lr 0.002025], [time 0.0318]
07-16 01:51:14.671 [epoch 10], [iter 300 / 570 : 5999], [loss 1.214281], [lr 0.002021], [time 0.0319]
07-16 01:51:40.111 [epoch 10], [iter 350 / 570 : 6049], [loss 1.234546], [lr 0.002017], [time 0.0318]
07-16 01:52:05.542 [epoch 10], [iter 400 / 570 : 6099], [loss 1.272628], [lr 0.002013], [time 0.0318]
07-16 01:52:30.967 [epoch 10], [iter 450 / 570 : 6149], [loss 1.209902], [lr 0.002009], [time 0.0318]
07-16 01:52:56.435 [epoch 10], [iter 500 / 570 : 6199], [loss 1.228407], [lr 0.002005], [time 0.0318]
07-16 01:53:21.838 [epoch 10], [iter 550 / 570 : 6249], [loss 1.261046], [lr 0.002001], [time 0.0317]
07-16 01:53:32.499 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_10_mean-iu_0.00000.pth
07-16 01:54:00.200 [epoch 11], [iter 50 / 570 : 6319], [loss 1.274429], [lr 0.001995], [time 0.0320]
07-16 01:54:25.625 [epoch 11], [iter 100 / 570 : 6369], [loss 1.206593], [lr 0.001991], [time 0.0318]
07-16 01:54:51.104 [epoch 11], [iter 150 / 570 : 6419], [loss 1.246444], [lr 0.001987], [time 0.0318]
07-16 01:55:16.552 [epoch 11], [iter 200 / 570 : 6469], [loss 1.196432], [lr 0.001983], [time 0.0318]
07-16 01:55:42.033 [epoch 11], [iter 250 / 570 : 6519], [loss 1.247031], [lr 0.001979], [time 0.0318]
07-16 01:56:07.448 [epoch 11], [iter 300 / 570 : 6569], [loss 1.217710], [lr 0.001975], [time 0.0318]
07-16 01:56:32.892 [epoch 11], [iter 350 / 570 : 6619], [loss 1.264357], [lr 0.001971], [time 0.0318]
07-16 01:56:58.387 [epoch 11], [iter 400 / 570 : 6669], [loss 1.255082], [lr 0.001967], [time 0.0319]
07-16 01:57:23.867 [epoch 11], [iter 450 / 570 : 6719], [loss 1.211489], [lr 0.001963], [time 0.0318]
07-16 01:57:49.311 [epoch 11], [iter 500 / 570 : 6769], [loss 1.229279], [lr 0.001959], [time 0.0318]
07-16 01:58:14.714 [epoch 11], [iter 550 / 570 : 6819], [loss 1.191102], [lr 0.001955], [time 0.0317]
07-16 01:58:25.402 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_11_mean-iu_0.00000.pth
07-16 01:58:53.201 [epoch 12], [iter 50 / 570 : 6889], [loss 1.207132], [lr 0.001949], [time 0.0321]
07-16 01:59:18.643 [epoch 12], [iter 100 / 570 : 6939], [loss 1.262618], [lr 0.001945], [time 0.0318]
07-16 01:59:44.135 [epoch 12], [iter 150 / 570 : 6989], [loss 1.228356], [lr 0.001941], [time 0.0319]
07-16 02:00:09.620 [epoch 12], [iter 200 / 570 : 7039], [loss 1.246563], [lr 0.001937], [time 0.0318]
07-16 02:00:35.082 [epoch 12], [iter 250 / 570 : 7089], [loss 1.258455], [lr 0.001933], [time 0.0318]
07-16 02:01:00.551 [epoch 12], [iter 300 / 570 : 7139], [loss 1.238205], [lr 0.001929], [time 0.0318]
07-16 02:01:26.014 [epoch 12], [iter 350 / 570 : 7189], [loss 1.228903], [lr 0.001925], [time 0.0318]
07-16 02:01:51.461 [epoch 12], [iter 400 / 570 : 7239], [loss 1.227725], [lr 0.001920], [time 0.0318]
07-16 02:02:16.980 [epoch 12], [iter 450 / 570 : 7289], [loss 1.229582], [lr 0.001916], [time 0.0319]
07-16 02:02:42.403 [epoch 12], [iter 500 / 570 : 7339], [loss 1.226221], [lr 0.001912], [time 0.0318]
07-16 02:03:07.814 [epoch 12], [iter 550 / 570 : 7389], [loss 1.210309], [lr 0.001908], [time 0.0318]
07-16 02:03:18.515 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_12_mean-iu_0.00000.pth
07-16 02:03:46.240 [epoch 13], [iter 50 / 570 : 7459], [loss 1.198296], [lr 0.001903], [time 0.0321]
07-16 02:04:11.694 [epoch 13], [iter 100 / 570 : 7509], [loss 1.182393], [lr 0.001898], [time 0.0318]
07-16 02:04:37.097 [epoch 13], [iter 150 / 570 : 7559], [loss 1.269119], [lr 0.001894], [time 0.0317]
07-16 02:05:02.592 [epoch 13], [iter 200 / 570 : 7609], [loss 1.229826], [lr 0.001890], [time 0.0319]
07-16 02:05:28.045 [epoch 13], [iter 250 / 570 : 7659], [loss 1.234837], [lr 0.001886], [time 0.0318]
07-16 02:05:53.470 [epoch 13], [iter 300 / 570 : 7709], [loss 1.224917], [lr 0.001882], [time 0.0318]
07-16 02:06:18.919 [epoch 13], [iter 350 / 570 : 7759], [loss 1.263789], [lr 0.001878], [time 0.0318]
07-16 02:06:44.373 [epoch 13], [iter 400 / 570 : 7809], [loss 1.205488], [lr 0.001874], [time 0.0318]
07-16 02:07:09.799 [epoch 13], [iter 450 / 570 : 7859], [loss 1.226214], [lr 0.001870], [time 0.0318]
07-16 02:07:35.246 [epoch 13], [iter 500 / 570 : 7909], [loss 1.206400], [lr 0.001866], [time 0.0318]
07-16 02:08:00.754 [epoch 13], [iter 550 / 570 : 7959], [loss 1.250915], [lr 0.001862], [time 0.0319]
07-16 02:08:11.418 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_13_mean-iu_0.00000.pth
07-16 02:08:39.080 [epoch 14], [iter 50 / 570 : 8029], [loss 1.213730], [lr 0.001856], [time 0.0322]
07-16 02:09:04.509 [epoch 14], [iter 100 / 570 : 8079], [loss 1.252446], [lr 0.001852], [time 0.0318]
07-16 02:09:29.927 [epoch 14], [iter 150 / 570 : 8129], [loss 1.203136], [lr 0.001848], [time 0.0318]
07-16 02:09:55.360 [epoch 14], [iter 200 / 570 : 8179], [loss 1.223074], [lr 0.001844], [time 0.0318]
07-16 02:10:20.814 [epoch 14], [iter 250 / 570 : 8229], [loss 1.236076], [lr 0.001840], [time 0.0318]
07-16 02:10:46.298 [epoch 14], [iter 300 / 570 : 8279], [loss 1.178280], [lr 0.001836], [time 0.0318]
07-16 02:11:11.753 [epoch 14], [iter 350 / 570 : 8329], [loss 1.229932], [lr 0.001832], [time 0.0318]
07-16 02:11:37.174 [epoch 14], [iter 400 / 570 : 8379], [loss 1.214244], [lr 0.001828], [time 0.0318]
07-16 02:12:02.613 [epoch 14], [iter 450 / 570 : 8429], [loss 1.237539], [lr 0.001823], [time 0.0318]
07-16 02:12:28.149 [epoch 14], [iter 500 / 570 : 8479], [loss 1.247668], [lr 0.001819], [time 0.0319]
07-16 02:12:53.546 [epoch 14], [iter 550 / 570 : 8529], [loss 1.224323], [lr 0.001815], [time 0.0317]
07-16 02:13:04.218 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_14_mean-iu_0.00000.pth
07-16 02:13:32.177 [epoch 15], [iter 50 / 570 : 8599], [loss 1.210486], [lr 0.001810], [time 0.0322]
07-16 02:13:57.619 [epoch 15], [iter 100 / 570 : 8649], [loss 1.237815], [lr 0.001805], [time 0.0318]
07-16 02:14:23.031 [epoch 15], [iter 150 / 570 : 8699], [loss 1.249619], [lr 0.001801], [time 0.0318]
07-16 02:14:48.541 [epoch 15], [iter 200 / 570 : 8749], [loss 1.229518], [lr 0.001797], [time 0.0319]
07-16 02:15:13.966 [epoch 15], [iter 250 / 570 : 8799], [loss 1.189032], [lr 0.001793], [time 0.0318]
07-16 02:15:39.413 [epoch 15], [iter 300 / 570 : 8849], [loss 1.216548], [lr 0.001789], [time 0.0318]
07-16 02:16:04.906 [epoch 15], [iter 350 / 570 : 8899], [loss 1.249149], [lr 0.001785], [time 0.0319]
07-16 02:16:30.333 [epoch 15], [iter 400 / 570 : 8949], [loss 1.245294], [lr 0.001781], [time 0.0318]
07-16 02:16:55.794 [epoch 15], [iter 450 / 570 : 8999], [loss 1.175469], [lr 0.001777], [time 0.0318]
07-16 02:17:21.235 [epoch 15], [iter 500 / 570 : 9049], [loss 1.251363], [lr 0.001773], [time 0.0318]
07-16 02:17:46.642 [epoch 15], [iter 550 / 570 : 9099], [loss 1.170214], [lr 0.001769], [time 0.0318]
07-16 02:17:57.283 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_15_mean-iu_0.00000.pth
07-16 02:18:25.077 [epoch 16], [iter 50 / 570 : 9169], [loss 1.202195], [lr 0.001763], [time 0.0321]
07-16 02:18:50.592 [epoch 16], [iter 100 / 570 : 9219], [loss 1.191470], [lr 0.001759], [time 0.0319]
07-16 02:19:16.052 [epoch 16], [iter 150 / 570 : 9269], [loss 1.225232], [lr 0.001755], [time 0.0318]
07-16 02:19:41.472 [epoch 16], [iter 200 / 570 : 9319], [loss 1.235119], [lr 0.001751], [time 0.0318]
07-16 02:20:06.902 [epoch 16], [iter 250 / 570 : 9369], [loss 1.233566], [lr 0.001746], [time 0.0318]
07-16 02:20:32.375 [epoch 16], [iter 300 / 570 : 9419], [loss 1.232418], [lr 0.001742], [time 0.0318]
07-16 02:20:57.805 [epoch 16], [iter 350 / 570 : 9469], [loss 1.163233], [lr 0.001738], [time 0.0318]
07-16 02:21:23.221 [epoch 16], [iter 400 / 570 : 9519], [loss 1.231272], [lr 0.001734], [time 0.0318]
07-16 02:21:48.728 [epoch 16], [iter 450 / 570 : 9569], [loss 1.283346], [lr 0.001730], [time 0.0319]
07-16 02:22:14.165 [epoch 16], [iter 500 / 570 : 9619], [loss 1.211309], [lr 0.001726], [time 0.0318]
07-16 02:22:39.557 [epoch 16], [iter 550 / 570 : 9669], [loss 1.203577], [lr 0.001722], [time 0.0317]
07-16 02:22:50.231 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_16_mean-iu_0.00000.pth
07-16 02:23:17.889 [epoch 17], [iter 50 / 570 : 9739], [loss 1.236203], [lr 0.001716], [time 0.0321]
07-16 02:23:43.301 [epoch 17], [iter 100 / 570 : 9789], [loss 1.223859], [lr 0.001712], [time 0.0318]
07-16 02:24:08.724 [epoch 17], [iter 150 / 570 : 9839], [loss 1.282399], [lr 0.001708], [time 0.0318]
07-16 02:24:34.239 [epoch 17], [iter 200 / 570 : 9889], [loss 1.224986], [lr 0.001704], [time 0.0319]
07-16 02:24:59.658 [epoch 17], [iter 250 / 570 : 9939], [loss 1.189709], [lr 0.001699], [time 0.0318]
07-16 02:25:25.115 [epoch 17], [iter 300 / 570 : 9989], [loss 1.217304], [lr 0.001695], [time 0.0318]
07-16 02:25:50.555 [epoch 17], [iter 350 / 570 : 10039], [loss 1.237931], [lr 0.001691], [time 0.0318]
07-16 02:26:15.962 [epoch 17], [iter 400 / 570 : 10089], [loss 1.184401], [lr 0.001687], [time 0.0318]
07-16 02:26:41.366 [epoch 17], [iter 450 / 570 : 10139], [loss 1.189511], [lr 0.001683], [time 0.0317]
07-16 02:27:06.816 [epoch 17], [iter 500 / 570 : 10189], [loss 1.227888], [lr 0.001679], [time 0.0318]
07-16 02:27:32.191 [epoch 17], [iter 550 / 570 : 10239], [loss 1.205690], [lr 0.001675], [time 0.0317]
07-16 02:27:42.836 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_00/last_None_epoch_17_mean-iu_0.00000.pth
07-16 02:28:10.721 [epoch 18], [iter 50 / 570 : 10309], [loss 1.205742], [lr 0.001669], [time 0.0322]
07-16 02:28:36.103 [epoch 18], [iter 100 / 570 : 10359], [loss 1.242658], [lr 0.001665], [time 0.0317]
07-16 02:29:01.488 [epoch 18], [iter 150 / 570 : 10409], [loss 1.220519], [lr 0.001661], [time 0.0317]
07-16 02:29:26.929 [epoch 18], [iter 200 / 570 : 10459], [loss 1.217611], [lr 0.001657], [time 0.0318]
07-16 02:29:52.418 [epoch 18], [iter 250 / 570 : 10509], [loss 1.197201], [lr 0.001652], [time 0.0319]
07-16 02:30:17.840 [epoch 18], [iter 300 / 570 : 10559], [loss 1.240581], [lr 0.001648], [time 0.0318]
07-16 02:30:43.282 [epoch 18], [iter 350 / 570 : 10609], [loss 1.198807], [lr 0.001644], [time 0.0318]
07-16 02:31:08.659 [epoch 18], [iter 400 / 570 : 10659], [loss 1.221239], [lr 0.001640], [time 0.0317]
