07-16 09:11:26.406 ImageNet-train: 1281167 images
07-16 09:11:27.486 Model params = 5.941M
07-16 09:11:56.133 [epoch 0], [iter 50 / 570 : 49], [loss 2.700723], [lr 0.002496], [time 0.0329]
07-16 09:58:25.237 [epoch 9], [iter 350 / 570 : 5479], [loss 1.210395], [lr 0.002063], [time 0.0318]
07-16 09:58:50.703 [epoch 9], [iter 400 / 570 : 5529], [loss 1.176420], [lr 0.002059], [time 0.0318]
07-16 09:59:16.144 [epoch 9], [iter 450 / 570 : 5579], [loss 1.189493], [lr 0.002055], [time 0.0318]
07-16 09:59:41.590 [epoch 9], [iter 500 / 570 : 5629], [loss 1.183367], [lr 0.002051], [time 0.0318]
07-16 10:00:07.010 [epoch 9], [iter 550 / 570 : 5679], [loss 1.214276], [lr 0.002047], [time 0.0318]
07-16 10:00:17.700 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_09/last_None_epoch_9_mean-iu_0.00000.pth
07-16 10:00:45.480 [epoch 10], [iter 50 / 570 : 5749], [loss 1.196441], [lr 0.002041], [time 0.0321]
07-16 10:01:10.862 [epoch 10], [iter 100 / 570 : 5799], [loss 1.212534], [lr 0.002037], [time 0.0317]
07-16 10:01:36.339 [epoch 10], [iter 150 / 570 : 5849], [loss 1.163384], [lr 0.002033], [time 0.0318]
07-16 10:02:01.753 [epoch 10], [iter 200 / 570 : 5899], [loss 1.158439], [lr 0.002029], [time 0.0318]
07-16 10:02:27.190 [epoch 10], [iter 250 / 570 : 5949], [loss 1.143920], [lr 0.002025], [time 0.0318]
07-16 10:02:52.607 [epoch 10], [iter 300 / 570 : 5999], [loss 1.176467], [lr 0.002021], [time 0.0318]
07-16 10:03:18.017 [epoch 10], [iter 350 / 570 : 6049], [loss 1.183897], [lr 0.002017], [time 0.0318]
07-16 10:03:43.446 [epoch 10], [iter 400 / 570 : 6099], [loss 1.233646], [lr 0.002013], [time 0.0318]
07-16 10:04:08.861 [epoch 10], [iter 450 / 570 : 6149], [loss 1.193170], [lr 0.002009], [time 0.0318]
07-16 10:04:34.323 [epoch 10], [iter 500 / 570 : 6199], [loss 1.178845], [lr 0.002005], [time 0.0318]
07-16 10:04:59.730 [epoch 10], [iter 550 / 570 : 6249], [loss 1.210523], [lr 0.002001], [time 0.0318]
07-16 10:05:10.411 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_09/last_None_epoch_10_mean-iu_0.00000.pth
07-16 10:05:38.122 [epoch 11], [iter 50 / 570 : 6319], [loss 1.202060], [lr 0.001995], [time 0.0321]
07-16 10:06:03.577 [epoch 11], [iter 100 / 570 : 6369], [loss 1.181226], [lr 0.001991], [time 0.0318]
07-16 10:06:28.995 [epoch 11], [iter 150 / 570 : 6419], [loss 1.183672], [lr 0.001987], [time 0.0318]
07-16 10:06:54.470 [epoch 11], [iter 200 / 570 : 6469], [loss 1.154088], [lr 0.001983], [time 0.0318]
07-16 10:07:19.887 [epoch 11], [iter 250 / 570 : 6519], [loss 1.205814], [lr 0.001979], [time 0.0318]
07-16 10:07:45.313 [epoch 11], [iter 300 / 570 : 6569], [loss 1.170337], [lr 0.001975], [time 0.0318]
07-16 10:08:10.726 [epoch 11], [iter 350 / 570 : 6619], [loss 1.196278], [lr 0.001971], [time 0.0318]
07-16 10:08:36.170 [epoch 11], [iter 400 / 570 : 6669], [loss 1.190003], [lr 0.001967], [time 0.0318]
07-16 10:09:01.607 [epoch 11], [iter 450 / 570 : 6719], [loss 1.182935], [lr 0.001963], [time 0.0318]
07-16 10:09:27.000 [epoch 11], [iter 500 / 570 : 6769], [loss 1.195059], [lr 0.001959], [time 0.0317]
07-16 10:09:52.474 [epoch 11], [iter 550 / 570 : 6819], [loss 1.148201], [lr 0.001955], [time 0.0318]
07-16 10:10:03.176 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_09/last_None_epoch_11_mean-iu_0.00000.pth
07-16 10:10:30.917 [epoch 12], [iter 50 / 570 : 6889], [loss 1.170309], [lr 0.001949], [time 0.0321]
07-16 10:10:56.327 [epoch 12], [iter 100 / 570 : 6939], [loss 1.235945], [lr 0.001945], [time 0.0318]
07-16 10:11:21.765 [epoch 12], [iter 150 / 570 : 6989], [loss 1.142481], [lr 0.001941], [time 0.0318]
07-16 10:11:47.222 [epoch 12], [iter 200 / 570 : 7039], [loss 1.166192], [lr 0.001937], [time 0.0318]
07-16 10:12:12.685 [epoch 12], [iter 250 / 570 : 7089], [loss 1.199094], [lr 0.001933], [time 0.0318]
07-16 10:12:38.170 [epoch 12], [iter 300 / 570 : 7139], [loss 1.215588], [lr 0.001929], [time 0.0318]
07-16 10:13:03.607 [epoch 12], [iter 350 / 570 : 7189], [loss 1.165129], [lr 0.001925], [time 0.0318]
07-16 10:13:29.022 [epoch 12], [iter 400 / 570 : 7239], [loss 1.173993], [lr 0.001920], [time 0.0318]
07-16 10:13:54.438 [epoch 12], [iter 450 / 570 : 7289], [loss 1.174025], [lr 0.001916], [time 0.0318]
07-16 10:14:19.890 [epoch 12], [iter 500 / 570 : 7339], [loss 1.158384], [lr 0.001912], [time 0.0318]
07-16 10:14:45.304 [epoch 12], [iter 550 / 570 : 7389], [loss 1.159545], [lr 0.001908], [time 0.0318]
07-16 10:14:55.993 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_09/last_None_epoch_12_mean-iu_0.00000.pth
07-16 10:15:23.765 [epoch 13], [iter 50 / 570 : 7459], [loss 1.136230], [lr 0.001903], [time 0.0320]
07-16 10:15:49.203 [epoch 13], [iter 100 / 570 : 7509], [loss 1.142204], [lr 0.001898], [time 0.0318]
07-16 10:16:14.662 [epoch 13], [iter 150 / 570 : 7559], [loss 1.203532], [lr 0.001894], [time 0.0318]
07-16 10:16:40.125 [epoch 13], [iter 200 / 570 : 7609], [loss 1.181771], [lr 0.001890], [time 0.0318]
07-16 10:17:05.591 [epoch 13], [iter 250 / 570 : 7659], [loss 1.219752], [lr 0.001886], [time 0.0318]
07-16 10:17:31.032 [epoch 13], [iter 300 / 570 : 7709], [loss 1.170130], [lr 0.001882], [time 0.0318]
07-16 10:17:56.521 [epoch 13], [iter 350 / 570 : 7759], [loss 1.202672], [lr 0.001878], [time 0.0319]
07-16 10:18:21.995 [epoch 13], [iter 400 / 570 : 7809], [loss 1.153752], [lr 0.001874], [time 0.0318]
07-16 10:18:47.478 [epoch 13], [iter 450 / 570 : 7859], [loss 1.191226], [lr 0.001870], [time 0.0318]
07-16 10:19:12.947 [epoch 13], [iter 500 / 570 : 7909], [loss 1.144674], [lr 0.001866], [time 0.0318]
07-16 10:19:38.380 [epoch 13], [iter 550 / 570 : 7959], [loss 1.202758], [lr 0.001862], [time 0.0318]
07-16 10:19:49.067 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_09/last_None_epoch_13_mean-iu_0.00000.pth
07-16 10:20:16.847 [epoch 14], [iter 50 / 570 : 8029], [loss 1.162718], [lr 0.001856], [time 0.0321]
07-16 10:20:42.337 [epoch 14], [iter 100 / 570 : 8079], [loss 1.202909], [lr 0.001852], [time 0.0319]
07-16 10:21:07.759 [epoch 14], [iter 150 / 570 : 8129], [loss 1.148215], [lr 0.001848], [time 0.0318]
07-16 10:21:33.212 [epoch 14], [iter 200 / 570 : 8179], [loss 1.185690], [lr 0.001844], [time 0.0318]
07-16 10:21:58.618 [epoch 14], [iter 250 / 570 : 8229], [loss 1.157012], [lr 0.001840], [time 0.0317]
07-16 10:22:24.058 [epoch 14], [iter 300 / 570 : 8279], [loss 1.144110], [lr 0.001836], [time 0.0318]
07-16 10:22:49.486 [epoch 14], [iter 350 / 570 : 8329], [loss 1.191537], [lr 0.001832], [time 0.0318]
07-16 10:23:14.909 [epoch 14], [iter 400 / 570 : 8379], [loss 1.178451], [lr 0.001828], [time 0.0318]
07-16 10:23:40.382 [epoch 14], [iter 450 / 570 : 8429], [loss 1.177041], [lr 0.001823], [time 0.0318]
07-16 10:24:05.800 [epoch 14], [iter 500 / 570 : 8479], [loss 1.190206], [lr 0.001819], [time 0.0318]
07-16 10:24:31.224 [epoch 14], [iter 550 / 570 : 8529], [loss 1.178228], [lr 0.001815], [time 0.0318]
07-16 10:24:41.915 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_09/last_None_epoch_14_mean-iu_0.00000.pth
07-16 10:25:09.631 [epoch 15], [iter 50 / 570 : 8599], [loss 1.138661], [lr 0.001810], [time 0.0322]
07-16 10:25:35.031 [epoch 15], [iter 100 / 570 : 8649], [loss 1.157387], [lr 0.001805], [time 0.0317]
07-16 10:26:00.450 [epoch 15], [iter 150 / 570 : 8699], [loss 1.188131], [lr 0.001801], [time 0.0318]
07-16 10:26:25.963 [epoch 15], [iter 200 / 570 : 8749], [loss 1.183827], [lr 0.001797], [time 0.0319]
07-16 10:26:51.401 [epoch 15], [iter 250 / 570 : 8799], [loss 1.140701], [lr 0.001793], [time 0.0318]
07-16 10:27:16.810 [epoch 15], [iter 300 / 570 : 8849], [loss 1.172942], [lr 0.001789], [time 0.0318]
07-16 10:27:42.258 [epoch 15], [iter 350 / 570 : 8899], [loss 1.166045], [lr 0.001785], [time 0.0318]
07-16 10:28:07.697 [epoch 15], [iter 400 / 570 : 8949], [loss 1.228837], [lr 0.001781], [time 0.0318]
07-16 10:28:33.134 [epoch 15], [iter 450 / 570 : 8999], [loss 1.126832], [lr 0.001777], [time 0.0318]
07-16 10:28:58.636 [epoch 15], [iter 500 / 570 : 9049], [loss 1.238566], [lr 0.001773], [time 0.0319]
07-16 10:29:24.071 [epoch 15], [iter 550 / 570 : 9099], [loss 1.128701], [lr 0.001769], [time 0.0318]
07-16 10:29:34.753 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_09/last_None_epoch_15_mean-iu_0.00000.pth
07-16 10:30:02.419 [epoch 16], [iter 50 / 570 : 9169], [loss 1.166221], [lr 0.001763], [time 0.0321]
07-16 10:30:27.804 [epoch 16], [iter 100 / 570 : 9219], [loss 1.171121], [lr 0.001759], [time 0.0317]
07-16 10:30:53.261 [epoch 16], [iter 150 / 570 : 9269], [loss 1.175192], [lr 0.001755], [time 0.0318]
07-16 10:31:18.666 [epoch 16], [iter 200 / 570 : 9319], [loss 1.183194], [lr 0.001751], [time 0.0317]
07-16 10:31:44.174 [epoch 16], [iter 250 / 570 : 9369], [loss 1.164562], [lr 0.001746], [time 0.0319]
07-16 10:32:09.618 [epoch 16], [iter 300 / 570 : 9419], [loss 1.171361], [lr 0.001742], [time 0.0318]
07-16 10:32:35.038 [epoch 16], [iter 350 / 570 : 9469], [loss 1.116746], [lr 0.001738], [time 0.0318]
07-16 10:33:00.450 [epoch 16], [iter 400 / 570 : 9519], [loss 1.182220], [lr 0.001734], [time 0.0318]
07-16 10:33:25.880 [epoch 16], [iter 450 / 570 : 9569], [loss 1.195110], [lr 0.001730], [time 0.0318]
07-16 10:33:51.318 [epoch 16], [iter 500 / 570 : 9619], [loss 1.141490], [lr 0.001726], [time 0.0318]
07-16 10:34:16.740 [epoch 16], [iter 550 / 570 : 9669], [loss 1.143211], [lr 0.001722], [time 0.0318]
07-16 10:34:27.714 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_09/last_None_epoch_16_mean-iu_0.00000.pth
07-16 10:34:56.048 [epoch 17], [iter 50 / 570 : 9739], [loss 1.175686], [lr 0.001716], [time 0.0323]
07-16 10:35:21.456 [epoch 17], [iter 100 / 570 : 9789], [loss 1.185133], [lr 0.001712], [time 0.0318]
07-16 10:35:46.896 [epoch 17], [iter 150 / 570 : 9839], [loss 1.258609], [lr 0.001708], [time 0.0318]
07-16 10:36:12.376 [epoch 17], [iter 200 / 570 : 9889], [loss 1.151866], [lr 0.001704], [time 0.0318]
07-16 10:36:37.822 [epoch 17], [iter 250 / 570 : 9939], [loss 1.133202], [lr 0.001699], [time 0.0318]
07-16 10:37:03.265 [epoch 17], [iter 300 / 570 : 9989], [loss 1.133341], [lr 0.001695], [time 0.0318]
07-16 10:37:28.759 [epoch 17], [iter 350 / 570 : 10039], [loss 1.183210], [lr 0.001691], [time 0.0319]
07-16 10:37:54.197 [epoch 17], [iter 400 / 570 : 10089], [loss 1.136095], [lr 0.001687], [time 0.0318]
07-16 10:38:19.649 [epoch 17], [iter 450 / 570 : 10139], [loss 1.131655], [lr 0.001683], [time 0.0318]
07-16 10:38:45.102 [epoch 17], [iter 500 / 570 : 10189], [loss 1.183002], [lr 0.001679], [time 0.0318]
07-16 10:39:10.548 [epoch 17], [iter 550 / 570 : 10239], [loss 1.158306], [lr 0.001675], [time 0.0318]
07-16 10:39:21.262 Saved file to ./logs/2306/lraspp_agriseg_wildnet/07_16_09/last_None_epoch_17_mean-iu_0.00000.pth
07-16 10:39:49.130 [epoch 18], [iter 50 / 570 : 10309], [loss 1.151861], [lr 0.001669], [time 0.0321]
07-16 10:40:14.703 [epoch 18], [iter 100 / 570 : 10359], [loss 1.140191], [lr 0.001665], [time 0.0320]
07-16 10:40:40.184 [epoch 18], [iter 150 / 570 : 10409], [loss 1.167128], [lr 0.001661], [time 0.0318]
07-16 10:41:05.642 [epoch 18], [iter 200 / 570 : 10459], [loss 1.187118], [lr 0.001657], [time 0.0318]
07-16 10:41:31.069 [epoch 18], [iter 250 / 570 : 10509], [loss 1.156369], [lr 0.001652], [time 0.0318]
07-16 10:41:56.547 [epoch 18], [iter 300 / 570 : 10559], [loss 1.180664], [lr 0.001648], [time 0.0318]
07-16 10:42:22.000 [epoch 18], [iter 350 / 570 : 10609], [loss 1.146387], [lr 0.001644], [time 0.0318]
07-16 10:42:47.443 [epoch 18], [iter 400 / 570 : 10659], [loss 1.129906], [lr 0.001640], [time 0.0318]
